pid,source_row,time,food,amount,unit,Carbs,Protein,Fat,Calories,complete_macros,gram_unit,macro_mass,mass_conflict,calorie_macro_mismatch,macro_kcal
1,2,2020-02-13 18:00:00,Berry Smoothie,20.0,fluid ounce,85.0,16.0,3.3,456.0,True,False,104.3,False,False,433.7
1,3,2020-02-13 20:30:00,Chicken Leg,1.0,nan,0.0,62.0,23.0,475.0,True,False,85.0,False,False,455.0
1,4,2020-02-13 20:30:00,Asparagus,4.0,nan,2.5,1.4,0.1,13.0,True,False,4.0,False,True,16.5
1,5,2020-02-14 07:10:00,Natrel Lactose Free 2 Percent,8.0,fluid ounce,9.0,12.0,,120.0,False,False,,False,False,
1,6,2020-02-14 07:10:00,Standard Breakfast,0.75,cup,26.0,1.0,,110.0,False,False,,False,False,
1,7,2020-02-14 09:38:00,Breakfast Trail Mix,0.5,cup,30.0,4.0,,280.0,False,False,,False,False,
1,8,2020-02-14 12:38:00,Spinach Salad w/ strawberries and cheese,200.0,grams,14.0,7.6,,286.0,False,True,,False,False,
1,9,2020-02-14 12:38:00,Egg,1.0,nan,0.4,6.3,,72.0,False,False,,False,False,
1,10,2020-02-14 19:30:00,Acai Smoothie,20.0,fluid ounce,92.0,5.0,,440.0,False,False,,False,False,
1,11,2020-02-14 20:00:00,(Trader Joe's) Mac and Cheese,0.5,cup,23.5,5.0,,135.0,False,False,,False,False,
1,12,2020-02-14 20:00:00,Coconut Shrimp,5.0,nan,30.0,11.0,,317.0,False,False,,False,False,
1,13,2020-02-15 07:30:00,Spinach Smoothie,20.0,fluid ounce,69.0,7.2,,308.0,False,False,,False,False,
1,14,2020-02-15 11:02:00,Breakfast Trail Mix,0.5,cup,30.0,4.0,,280.0,False,False,,False,False,
1,15,2020-02-15 12:38:00,"Spinach Salad w/ blueberries, egg, and cheese",200.0,grams,14.0,7.6,,286.0,False,True,,False,False,
1,16,2020-02-15 12:38:00,Egg,1.0,nan,0.4,6.3,,72.0,False,False,,False,False,
1,17,2020-02-15 15:30:00,Babel Cheese,1.0,nan,0.3,5.0,,71.0,False,False,,False,False,
1,18,2020-02-15 15:35:00,Breakfast Trail Mix,0.5,cup,30.0,4.0,,280.0,False,False,,False,False,
1,19,2020-02-15 20:30:00,Bourbon Chicken,0.5,cup,10.0,22.0,,212.0,False,False,,False,False,
1,20,2020-02-15 20:30:00,Rice,0.5,cup,22.0,2.1,,103.0,False,False,,False,False,
1,21,2020-02-15 20:30:00,Shrimp,0.5,cup,1.1,17.0,,86.0,False,False,,False,False,
1,22,2020-02-15 20:30:00,Cabbage,0.5,cup,4.1,0.9,,17.0,False,False,,False,False,
1,23,2020-02-16 07:00:00,Natrel Lactose Free 2 Percent,8.0,fluid ounce,9.0,12.0,,120.0,False,False,,False,False,
1,24,2020-02-16 07:00:00,Standard Breakfast,0.75,cup,26.0,1.0,,110.0,False,False,,False,False,
1,25,2020-02-16 08:15:00,Breakfast Trail Mix,0.5,cup,30.0,4.0,,280.0,False,False,,False,False,
1,26,2020-02-16 08:49:00,Hot Chocolate,1.0,cup,32.0,2.5,,151.0,False,False,,False,False,
1,27,2020-02-16 11:56:00,Salty Sweet Popcorn,1.0,cup,14.0,2.0,,110.0,False,False,,False,False,
1,28,2020-02-16 12:15:00,Bourbon Chicken,0.5,cup,10.0,22.0,,212.0,False,False,,False,False,
1,29,2020-02-16 12:15:00,Shrimp,0.5,cup,1.1,17.0,,86.0,False,False,,False,False,
1,30,2020-02-16 21:10:00,Chai Tea,20.0,fluid ounce,3.4,0.2,,12.0,False,False,,False,False,
1,31,2020-02-17 06:42:00,Maple Brown Sugar Oatmeal,1.0,nan,33.0,4.0,,158.0,False,False,,False,False,
1,32,2020-02-17 12:30:00,Salad with Cranberries,2.0,cup,21.0,0.0,,80.0,False,False,,False,False,
1,33,2020-02-17 12:30:00,Chicken Nuggets,3.0,nan,7.2,7.5,,147.0,False,False,,False,False,
1,34,2020-02-17 21:00:00,Kale Salad,2.0,cup,4.0,1.2,,83.7,False,False,,False,False,
1,35,2020-02-17 21:00:00,Pizza,1.0,slice,36.0,12.0,,285.0,False,False,,False,False,
1,36,2020-02-17 21:56:00,Oreo Cookies,2.0,nan,17.0,0.7,,107.0,False,False,,False,False,
1,37,2020-02-18 06:20:00,Natrel Lactose Free 2 Percent,8.0,fluid ounce,9.0,12.0,,120.0,False,False,,False,False,
1,38,2020-02-18 06:20:00,Standard Breakfast,0.75,cup,26.0,1.0,,110.0,False,False,,False,False,
1,39,2020-02-18 11:00:00,Muffin,0.5,nan,30.0,2.5,,212.0,False,False,,False,False,
1,40,2020-02-18 11:45:00,Grilled Chicken Wrap,0.5,nan,23.0,16.0,,277.0,False,False,,False,False,
1,41,2020-02-18 01:40:00,Kale and Fruit Smoothie,20.0,fluid ounce,70.0,7.3,,307.5,False,False,,False,False,
1,42,2020-02-18 22:00:00,Ranch Wings,8.0,nan,30.4,44.0,,776.0,False,False,,False,False,
1,43,2020-02-19 11:00:00,Acai Smoothie,20.0,fluid ounce,92.0,5.0,,440.0,False,False,,False,False,
1,44,2020-02-19 15:30:00,Lemon Loaf,0.5,nan,34.0,3.0,,235.0,False,False,,False,False,
1,45,2020-02-19 18:00:00,Turkey Slider,1.0,nan,21.0,18.0,,314.0,False,False,,False,False,
1,46,2020-02-19 20:00:00,Chicken and Rice,2.0,cup,22.0,67.0,,532.0,False,False,,False,False,
1,47,2020-02-20 07:37:00,Green Smoothie,20.0,fluid ounce,69.0,7.2,,308.0,False,False,,False,False,
1,48,2020-02-20 07:37:00,Bagel,0.5,nan,27.0,5.5,,139.0,False,False,,False,False,
1,49,2020-02-20 12:30:00,Salad,2.0,cup,2.8,0.8,,13.0,False,False,,False,False,
1,50,2020-02-20 13:00:00,Hot Chocolate,1.0,cup,32.0,2.5,,151.0,False,False,,False,False,
1,51,2020-02-20 12:30:00,Babel bell cheese,1.0,nan,0.3,5.0,,71.0,False,False,,False,False,
1,52,2020-02-20 18:45:00,Tangerine Orange,1.0,nan,12.0,0.7,,47.0,False,False,,False,False,
1,53,2020-02-20 20:15:00,Salad,2.0,cup,2.8,0.8,,13.0,False,False,,False,False,
1,54,2020-02-20 20:30:00,Green Smoothie,20.0,fluid ounce,69.0,7.2,,308.0,False,False,,False,False,
1,55,2020-02-21 07:30:00,Natrel Lactose Free 2 Percent,8.0,fluid ounce,9.0,12.0,,120.0,False,False,,False,False,
1,56,2020-02-21 07:30:00,Standard Breakfast,0.75,cup,26.0,1.0,,110.0,False,False,,False,False,
1,57,2020-02-21 11:00:00,Babybel Cheese,1.0,nan,0.3,5.0,,71.0,False,False,,False,False,
1,58,2020-02-21 12:30:00,Chicken Salad,0.5,cup,3.3,19.0,,254.0,False,False,,False,False,
1,59,2020-02-21 12:30:00,Pita Bread,7.0,nan,109.0,18.0,,539.0,False,False,,False,False,
1,60,2020-02-21 19:50:00,Cheese Pita,5.0,nan,95.0,30.0,,640.0,False,False,,False,False,
1,61,2020-02-21 20:00:00,Spinach Smoothie,20.0,fluid ounce,69.0,7.2,,308.0,False,False,,False,False,
1,62,2020-02-22 15:10:00,Boost,,nan,82.0,26.0,26.0,654.0,True,False,134.0,False,False,666.0
2,2,2020-02-21 10:09:00,Mello Yello,12.0,fluid ounce,48.0,0.0,0.0,180.0,True,False,48.0,False,False,192.0
2,3,2020-02-21 10:11:00,(Jimmy Dean) Chicken Biscuit,1.0,nan,32.0,13.0,12.0,280.0,True,False,57.0,False,False,288.0
2,4,2020-02-21 12:09:00,Beef Jerky,2.0,nan,4.4,13.0,10.0,164.0,True,False,27.4,False,False,159.6
2,5,2020-02-21 12:12:00,(Gatorade) Fierce Grape,12.0,fluid ounce,21.6,0.0,,84.0,False,False,,False,False,
2,6,2020-02-21 14:02:00,Banquet Chicken Pot Pie,198.0,gram,66.0,24.0,,700.0,False,True,,False,False,
2,7,2020-02-21 18:00:00,(Red Baron) Brick Oven Pepperoni Pizza,1.0,nan,144.0,52.0,,1360.0,False,False,,False,False,
2,8,2020-02-21 20:19:00,M & M ,0.5,cup,62.0,4.0,,400.0,False,False,,False,False,
2,9,2020-02-22 05:39:00,Natrel Lactose Free 2 Percent,8.0,fluid ounce,9.0,12.0,,120.0,False,False,,False,False,
2,10,2020-02-22 05:39:00,Corn Flakes,0.75,cup,26.0,1.0,,110.0,False,False,,False,False,
2,11,2020-02-22 06:30:00,Mello Yello,12.0,fluid ounce,48.0,0.0,0.0,180.0,True,False,48.0,False,False,192.0
2,12,2020-02-22 13:46:00,(Powerade) Grape,20.0,fluid ounce,35.0,0.0,,130.0,False,False,,False,False,
2,13,2020-02-22 16:08:00,(Powerade) Grape,20.0,fluid ounce,35.0,0.0,,130.0,False,False,,False,False,
2,14,2020-02-22 17:50:00,Stouffers Salisbury Steak Family Size ,0.5,nan,12.0,11.5,,175.0,False,False,,False,False,
2,15,2020-02-22 17:50:00,Mashed Potato,1.0,cup,40.0,4.0,,300.0,False,False,,False,False,
2,16,2020-02-22 18:22:00,Chocolate Milk,8.0,fluid ounce,36.0,11.0,,241.0,False,False,,False,False,
2,17,2020-02-22 20:45:00,Frozen Pop,1.0,nan,10.0,0.0,,41.1,False,False,,False,False,
2,18,2020-02-23 10:34:00,"Omelet (3 egg, bacon 3 strip, cheese 2 tsp)",1.0,nan,3.1,45.0,,566.0,False,False,,False,False,
2,19,2020-02-23 10:36:00,Chocolate Milk,8.0,fluid ounce,36.0,11.0,,241.0,False,False,,False,False,
2,20,2020-02-23 13:00:00,Mello Yello,5.0,fluid ounce,19.0,0.0,0.0,72.5,True,False,19.0,False,False,76.0
2,21,2020-02-23 15:00:00,(Arby's) Classic Roast Beef FF,1.0,nan,37.0,23.0,14.0,360.0,True,False,74.0,False,False,366.0
2,22,2020-02-23 15:00:00,Mello Yello,12.0,fluid ounce,48.0,0.0,0.0,180.0,True,False,48.0,False,False,192.0
2,23,2020-02-23 18:48:00,Mello Yello,10.0,fluid ounce,38.0,0.0,0.0,145.0,True,False,38.0,False,False,152.0
2,24,2020-02-23 20:59:00,Chip,2.0,cup,43.0,4.5,13.0,302.0,True,False,60.5,False,False,307.0
2,25,2020-02-23 20:59:00,Salsa,0.25,cup,4.3,1.0,0.1,19.0,True,False,5.3999999999999995,False,False,22.099999999999998
2,26,2020-02-24 00:33:00,(Powerade) Grape,10.0,fluid ounce,17.5,0.0,,65.0,False,False,,False,False,
2,27,2020-02-24 09:30:00,Natrel Lactose Free 2 Percent,8.0,fluid ounce,9.0,12.0,,120.0,False,False,,False,False,
2,28,2020-02-24 09:30:00,Corn Flakes,0.75,cup,26.0,1.0,,110.0,False,False,,False,False,
2,29,2020-02-24 12:12:00,Moutain Dew,10.0,fluid ounce,22.0,0.0,,80.0,False,False,,False,False,
2,30,2020-02-24 15:59:00,Gatorade,10.0,fluid ounce,19.6,0.0,,79.3,False,False,,False,False,
2,31,2020-02-24 15:59:00,"Cheeseburger (mayo , mustard, chili)",0.75,lb,47.0,39.0,,677.0,False,False,,False,False,
2,32,2020-02-24 15:59:00,Tater Tots,10.0,nan,23.0,1.8,,161.0,False,False,,False,False,
2,33,2020-02-24 15:59:00,Onion Rings,5.0,nan,14.2,1.3,,133.6,False,False,,False,False,
2,34,2020-02-24 15:59:00,Sweet Tea,20.0,fluid ounce,52.0,0.0,,199.0,False,False,,False,False,
2,35,2020-02-24 20:21:00,Gatorade,10.0,fluid ounce,19.6,0.0,,79.3,False,False,,False,False,
2,36,2020-02-24 21:38:00,Fig Newton,7.0,nan,73.5,3.5,,350.0,False,False,,False,False,
2,37,2020-02-25 04:49:00,Mello Yello,12.0,fluid ounce,48.0,0.0,0.0,180.0,True,False,48.0,False,False,192.0
2,38,2020-02-25 14:00:00,Water ,20.0,fluid ounce,0.0,0.0,0.0,0.0,True,False,0.0,False,False,0.0
2,39,2020-02-25 15:00:00,Gatorade,20.0,fluid ounce,36.0,0.0,,140.0,False,False,,False,False,
2,40,2020-02-25 16:59:00,Gatorade,12.0,fluid ounce,22.0,0.0,,80.0,False,False,,False,False,
2,41,2020-02-25 19:58:00,Small Oranges/Summer Cuties,4.0,nan,48.0,0.0,,188.0,False,False,,False,False,
2,42,2020-02-25 19:59:00,Chocolate Milk,8.0,fluid ounce,36.0,11.0,,241.0,False,False,,False,False,
2,43,2020-02-26 10:05:00,Natrel Lactose Free 2 Percent,8.0,fluid ounce,9.0,12.0,,120.0,False,False,,False,False,
2,44,2020-02-26 10:05:00,Corn Flakes,0.75,cup,26.0,1.0,,110.0,False,False,,False,False,
2,45,2020-02-26 13:35:00,Gatorade,20.0,fluid ounce,36.0,0.0,,140.0,False,False,,False,False,
2,46,2020-02-26 14:32:00,Vienna Sausage,4.6,ounce,3.4,14.0,,300.0,False,False,,False,False,
2,47,2020-02-26 14:32:00,Lance Toast Chee,40.0,gram,24.0,3.0,,100.0,False,True,,False,False,
2,48,2020-02-26 14:45:00,Tootsie Roll,10.0,nan,22.0,0.8,,108.0,False,False,,False,False,
2,49,2020-02-26 19:00:00,Steak,10.0,ounce,0.0,74.0,,788.0,False,False,,False,False,
2,50,2020-02-26 19:00:00,Fried Potato,1.0,nan,48.0,4.0,,365.0,False,False,,False,False,
2,51,2020-02-26 20:00:00,Ice Cream,1.0,cup,31.0,4.6,,273.0,False,False,,False,False,
2,52,2020-02-27 08:42:00,JD Sausage Biscuit,1.0,nan,26.0,12.0,29.0,410.0,True,False,67.0,False,False,413.0
2,53,2020-02-27 08:42:00,Mello Yello,12.0,fluid ounce,48.0,0.0,0.0,180.0,True,False,48.0,False,False,192.0
2,54,2020-02-27 13:30:00,Chex Mix,1.0,cup,44.0,4.4,,242.0,False,False,,False,False,
2,55,2020-02-27 14:54:00,Fig Bar,7.0,nan,77.0,4.1,,392.0,False,False,,False,False,
2,56,2020-02-27 19:15:00,Rib,4.0,nan,0.0,29.0,,505.0,False,False,,False,False,
2,57,2020-02-27 19:15:00,Mash Potato,1.0,cup,36.0,4.1,,237.0,False,False,,False,False,
2,58,2020-02-27 19:15:00,Sweet Tea,16.0,fluid ounce,41.0,0.0,,160.0,False,False,,False,False,
2,59,2020-02-27 21:30:00,Cake,1.0,piece,38.0,2.0,,262.0,False,False,,False,False,
2,60,2020-02-27 21:30:00,Ice Cream,1.0,cup,31.0,4.6,,273.0,False,False,,False,False,
2,61,2020-02-28 08:37:00,Natrel Lactose Free 2 Percent,8.0,fluid ounce,9.0,12.0,,120.0,False,False,,False,False,
2,62,2020-02-28 08:37:00,Corn Flakes,0.75,cup,26.0,1.0,,110.0,False,False,,False,False,
2,63,2020-02-28 13:32:00,Powerade,20.0,fluid ounce,35.0,0.0,,130.0,False,False,,False,False,
2,64,2020-02-28 17:22:00,Rice Krispies,1.3,ounce,31.0,2.5,,140.0,False,False,,False,False,
2,65,2020-02-28 19:00:00,(Hamburger Helper) Deluxe Cheeseburger Macaroni,1.5,cup,132.0,18.0,,660.0,False,False,,False,False,
2,66,2020-02-28 19:00:00,Mello Yello,12.0,fluid ounce,48.0,0.0,0.0,180.0,True,False,48.0,False,False,192.0
2,67,2020-02-28 21:30:00,Chocolate Cake,1.0,piece,58.0,3.8,,424.0,False,False,,False,False,
2,68,2020-02-28 21:30:00,Ice Cream,1.0,cup,31.0,4.6,,273.0,False,False,,False,False,
2,69,2020-02-29 08:00:00,Boost,,nan,82.0,26.0,26.0,654.0,True,False,134.0,False,False,666.0
4,2,2020-02-27 13:30:00,Grapes,10.0,nan,8.9,0.4,0.1,34.0,True,False,9.4,False,False,38.1
4,3,2020-02-27 16:00:00,Turkey Wings,2.0,nan,0.0,102.0,46.0,852.0,True,False,148.0,False,False,822.0
4,4,2020-02-27 18:00:00,Peach,1.0,nan,17.0,1.6,0.4,68.0,True,False,19.0,False,False,78.0
4,5,2020-02-28 08:00:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
4,6,2020-02-28 08:00:00,Frosted Flakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
4,7,2020-02-28 12:45:00,Turkey Wings,2.0,nan,0.0,102.0,46.0,852.0,True,False,148.0,False,False,822.0
4,8,2020-02-28 12:45:00,Spinach,,nan,6.8,5.3,0.5,41.0,True,False,12.6,False,True,52.9
4,9,2020-02-28 12:45:00,Coffee,1.0,cup,70.0,13.0,0.1,358.0,True,False,83.1,False,False,332.9
4,10,2020-02-28 12:45:00,Creamers,3.0,nan,58.0,5.5,0.0,362.0,True,False,63.5,False,True,254.0
4,11,2020-02-28 20:15:00,Grapes,10.0,nan,8.9,0.4,0.1,34.0,True,False,9.4,False,False,38.1
4,12,2020-02-28 20:15:00,Peach,1.0,nan,17.0,1.6,0.4,68.0,True,False,19.0,False,False,78.0
4,13,2020-02-29 08:30:00,Coffee,1.0,cup,70.0,13.0,0.1,358.0,True,False,83.1,False,False,332.9
4,14,2020-02-29 14:00:00,Chicken Breast,1.0,nan,0.0,37.0,4.3,198.0,True,False,41.3,False,False,186.7
4,15,2020-02-29 14:00:00,Chicken Wing,1.0,nan,2.6,4.5,6.5,88.0,True,False,13.6,False,False,86.9
4,16,2020-02-29 14:00:00,Spinach,1.0,nan,6.8,5.3,0.5,41.0,True,False,12.6,False,True,52.9
4,17,2020-02-29 14:00:00,Peach,1.0,nan,17.0,1.6,0.4,68.0,True,False,19.0,False,False,78.0
4,18,2020-02-29 20:00:00,Popcorn,1.0,bag,48.0,6.5,30.0,485.0,True,False,84.5,False,False,488.0
4,19,2020-02-29 20:00:00,Tea with Lemon,1.0,nan,0.7,0.0,0.0,2.2,True,False,0.7,False,True,2.8
4,20,2020-03-01 08:45:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
4,21,2020-03-01 08:45:00,Frosted Flakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
4,22,2020-03-01 13:15:00,Turkey Wings,2.0,nan,0.0,102.0,46.0,852.0,True,False,148.0,False,False,822.0
4,23,2020-03-01 13:15:00,Small Bowl of Spinach,1.0,nan,6.8,5.3,0.5,41.0,True,False,12.6,False,True,52.9
4,24,2020-03-01 13:15:00,Tea,1.0,nan,0.5,0.0,0.0,2.0,True,False,0.5,False,False,2.0
4,25,2020-03-02 08:15:00,Coffee,1.0,cup,70.0,13.0,0.1,358.0,True,False,83.1,False,False,332.9
4,26,2020-03-02 08:15:00,Peach,1.0,nan,17.0,1.6,0.4,68.0,True,False,19.0,False,False,78.0
4,27,2020-03-02 08:15:00,Banana,1.0,nan,27.0,1.3,0.4,105.0,True,False,28.7,False,False,116.8
4,28,2020-03-02 12:30:00,Baked Chicken,1.0,nan,0.0,20.0,11.0,187.0,True,False,31.0,False,False,179.0
4,29,2020-03-02 12:30:00,Squash,1.0,nan,6.8,1.9,0.7,41.0,True,False,9.399999999999999,False,False,41.099999999999994
4,30,2020-03-02 16:30:00,(Chipotle) Bowl,1.0,nan,117.0,49.0,38.0,1008.0,True,False,204.0,False,False,1006.0
4,31,2020-03-02 20:45:00,Peanut Butter,1.0,nan,3.9,3.5,8.0,94.0,True,False,15.4,False,False,101.6
4,32,2020-03-02 20:45:00,Spoon Biscotti,,nan,13.0,1.5,3.2,87.0,True,False,17.7,False,False,86.8
4,33,2020-03-03 09:30:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
4,34,2020-03-03 09:30:00,Frosted Flakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
4,35,2020-03-03 15:30:00,Baked Chicken,,nan,0.0,20.0,11.0,187.0,True,False,31.0,False,False,179.0
4,36,2020-03-03 15:30:00,Green Bean,,nan,9.9,2.4,0.3,44.0,True,False,12.600000000000001,False,False,51.900000000000006
4,37,2020-03-03 15:30:00,Tea with Lemon,,nan,0.7,0.0,0.0,2.2,True,False,0.7,False,True,2.8
4,38,2020-03-03 20:30:00,Salmon,,nan,0.0,50.0,28.0,468.0,True,False,78.0,False,False,452.0
4,39,2020-03-03 20:30:00,Spinach,,nan,6.8,5.3,0.5,41.0,True,False,12.6,False,True,52.9
4,40,2020-03-04 20:30:00,Mash Potatoes,,nan,36.0,4.1,8.8,237.0,True,False,48.900000000000006,False,False,239.60000000000002
4,41,2020-03-04 11:30:00,Eggs,2.0,nan,0.7,13.0,9.5,143.0,True,False,23.2,False,False,140.3
4,42,2020-03-04 11:30:00,Bacon,4.0,nan,0.8,16.0,16.0,215.0,True,False,32.8,False,False,211.2
4,43,2020-03-04 11:30:00,Waffle with Syrup,,nan,25.0,5.9,11.0,218.0,True,False,41.9,False,False,222.6
4,44,2020-03-04 11:30:00,Soda,2.0,cup,51.0,0.0,1.2,206.0,True,False,52.2,False,False,214.8
4,45,2020-03-04 18:30:00,Small Bag of Popcorn,1.0,nan,48.0,6.5,30.0,485.0,True,False,84.5,False,False,488.0
4,46,2020-03-04 18:30:00,Cookies,3.0,nan,60.0,4.5,22.2,444.0,True,False,86.7,False,False,457.79999999999995
4,47,2020-03-04 18:30:00,Cheese Stick,,nan,0.6,6.3,6.3,85.0,True,False,13.2,False,False,84.3
4,48,2020-03-05 09:00:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
4,49,2020-03-05 09:00:00,Frosted Flakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
4,50,2020-03-05 09:00:00,Banana,,nan,27.0,1.3,0.4,105.0,True,False,28.7,False,False,116.8
4,51,2020-03-05 13:15:00,Chicken Breast,,nan,0.0,37.0,4.3,198.0,True,False,41.3,False,False,186.7
4,52,2020-03-05 13:15:00,Spinach,,nan,6.8,5.3,0.5,41.0,True,False,12.6,False,True,52.9
4,53,2020-03-05 13:15:00,Biscott Cookie,4.0,nan,52.0,6.0,12.8,348.0,True,False,70.8,False,False,347.2
4,54,2020-03-05 20:00:00,Chicken Breast ,,nan,0.0,37.0,4.3,198.0,True,False,41.3,False,False,186.7
4,55,2020-03-05 20:00:00,Spinach,,nan,6.8,5.3,0.5,41.0,True,False,12.6,False,True,52.9
4,56,2020-03-06 08:00:00,Boost,,nan,82.0,26.0,26.0,654.0,True,False,134.0,False,False,666.0
5,2,2020-02-27 12:45:00,Chicken,8.0,ounce,0.1,54.3,29.6,498.7,True,False,84.0,False,False,484.0
5,3,2020-02-27 12:45:00,Fries,6.5,ounce,76.0,6.3,27.0,575.0,True,False,109.3,False,False,572.2
5,4,2020-02-27 12:45:00,Biscuit,1.0,nan,27.0,4.2,9.8,212.0,True,False,41.0,False,False,213.0
5,5,2020-02-27 15:45:00,Peppermint,3.0,nan,5.9,0.0,0.0,24.0,True,False,5.9,False,False,23.6
5,6,2020-02-27 19:00:00,Cereal,2.0,cup,41.0,6.8,3.8,211.0,True,False,51.599999999999994,False,False,225.39999999999998
5,7,2020-02-27 19:00:00,Banana,1.0,nan,27.0,1.3,0.4,105.0,True,False,28.7,False,False,116.8
5,8,2020-02-27 22:00:00,90% Cocoa Dark Chocolate,1.0,ounce,3.0,1.0,5.5,60.0,True,False,9.5,False,False,65.5
5,9,2020-02-28 09:00:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
5,10,2020-02-28 09:00:00,Cornflakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
5,11,2020-02-28 14:00:00,6-inch Turkey Sub,1.0,nan,36.0,28.0,22.0,456.0,True,False,86.0,False,False,454.0
5,12,2020-02-28 15:30:00,Dark Chocolate Toffee,2.0,ounce,8.7,0.6,4.4,77.0,True,False,13.7,False,False,76.8
5,13,2020-02-28 19:00:00,Ziti,8.0,ounce,70.0,13.0,2.1,358.0,True,False,85.1,False,False,350.9
5,14,2020-02-28 19:30:00,Slice of Banana Bread,5.0,ounce,58.0,5.5,13.0,362.0,True,False,76.5,False,False,371.0
5,15,2020-02-28 22:00:00,Cheese,1.0,ounce,0.9,6.4,9.3,113.0,True,False,16.6,False,False,112.9
5,16,2020-02-29 09:00:00,Coffee,12.0,fluid ounce,0.0,0.4,0.1,3.6,True,False,0.5,False,True,2.5
5,17,2020-02-29 09:00:00,Creamer,0.17,fluid ounce,0.7,0.1,0.6,7.7,True,False,1.4,False,False,8.6
5,18,2020-02-29 09:00:00,Sugar,0.33,fluid ounce,8.5,0.0,0.0,33.0,True,False,8.5,False,False,34.0
5,19,2020-02-29 10:30:00,Chicken Biscuit,1.0,nan,40.0,16.0,20.0,396.0,True,False,76.0,False,False,404.0
5,20,2020-02-29 11:00:00,Muffin,0.5,nan,60.0,5.1,18.0,424.0,True,False,83.1,False,False,422.4
5,21,2020-02-29 16:20:00,Apple,1.0,nan,25.0,0.5,0.3,95.0,True,False,25.8,False,False,104.7
5,22,2020-02-29 17:45:00,Salad,10.0,ounce,14.0,4.1,0.7,67.0,True,False,18.8,False,False,78.7
5,23,2020-02-29 17:45:00,Ranch Dressing,2.0,ounce,1.7,0.4,13.0,244.0,True,False,15.1,False,True,125.4
5,24,2020-02-29 17:45:00,Baked Potato,0.5,nan,18.3,2.2,0.1,80.5,True,False,20.6,False,False,82.9
5,25,2020-02-29 22:30:00,(Babybel) Cheese,1.0,nan,0.3,5.0,5.5,71.0,True,False,10.8,False,False,70.7
5,26,2020-02-29 22:30:00,Pepperoni,4.0,slice,0.1,1.5,3.7,40.0,True,False,5.300000000000001,False,False,39.7
5,27,2020-03-01 08:00:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
5,28,2020-03-01 08:00:00,Cornflakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
5,29,2020-03-01 11:00:00,Baked Chicken Thigh,1.0,nan,0.0,20.0,11.0,180.0,True,False,31.0,False,False,179.0
5,30,2020-03-01 11:00:00,Baked Potato,0.5,nan,18.3,2.2,0.1,80.5,True,False,20.6,False,False,82.9
5,31,2020-03-01 18:00:00,Chicken,0.5,cup,0.0,16.0,8.8,149.0,True,False,24.8,False,False,143.2
5,32,2020-03-01 18:00:00,Peppers,0.33,cup,2.7,0.4,0.1,11.0,True,False,3.2,False,True,13.3
5,33,2020-03-01 18:00:00,Onions,0.33,cup,6.9,0.9,0.1,30.0,True,False,7.9,False,False,32.1
5,34,2020-03-01 18:00:00,Flour Tortilla,1.0,nan,27.0,4.3,3.5,159.0,True,False,34.8,False,False,156.7
5,35,2020-03-01 18:00:00,Black Beans,0.5,cup,20.0,7.6,0.5,114.0,True,False,28.1,False,False,114.9
5,36,2020-03-01 22:00:00,Babybel Cheese,1.0,nan,0.3,5.0,5.5,71.0,True,False,10.8,False,False,70.7
5,37,2020-03-01 10:00:00,Pepperoni,4.0,slices,0.1,1.5,3.7,40.0,True,False,5.300000000000001,False,False,39.7
5,38,2020-03-02 11:00:00,Chicken,0.5,cup,0.0,16.0,8.8,149.0,True,False,24.8,False,False,143.2
5,39,2020-03-02 11:00:00,Peppers,0.25,cup,2.7,0.4,0.1,11.0,True,False,3.2,False,True,13.3
5,40,2020-03-02 11:00:00,Onions,0.25,cup,6.9,0.9,0.1,30.0,True,False,7.9,False,False,32.1
5,41,2020-03-02 16:00:00,Peanut Butter,1.0,ounce,6.8,6.2,14.0,167.0,True,False,27.0,False,False,178.0
5,42,2020-03-02 18:00:00,Salad,13.0,ounce,18.0,5.3,0.8,87.0,True,False,24.1,False,False,100.4
5,43,2020-03-02 18:00:00,Ranch Dressing,1.5,fluid ounce,2.5,0.6,19.0,183.0,True,False,22.1,False,False,183.4
5,44,2020-03-02 22:30:00,Cheese,1.0,ounce,0.9,6.4,9.3,113.0,True,False,16.6,False,False,112.9
5,45,2020-03-03 09:40:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
